Taluks,Population 2011_Rural_male,Population 2011_Rural_female,Population 2011_Rural_total,Population 2011_urban_male,Population 2011_urban_female,Population 2011_urban_total,Population 2011_Rural_urban_total,Population 2011_Decadal Change in percentage_2001 - 11Rural,Population 2011_Decadal Change in percentage_2001 - 11_urban,Population 2011_Decadal Change in percentage_2001 - 11_total
Koratagere,76754.89030572883,75576.36514247308,152328.65891162277,7598.225142640374,7664.293752499068,15264.095234834176,167586.07740148949,8.113344987142057,15.33723801510889,8.70580784125293
Gurumithakala,60781.422511907374,61862.81909339883,122655.53464885945,10537.134212067262,10081.946777558502,20607.791708755343,143266.04844588097,1.1737171740789902,5.3026671267354395,-3.6526848218497037
Kadur,107613.13550093217,106489.6368399417,214113.60766833302,28337.921476923526,28531.208897096003,56868.50087163913,270987.45965438196,-3.540342598081561,2.175554139144073,4.197324617487598
Kadur,107614.90747079553,106497.0283313873,214109.1544745955,28335.30333853516,28540.954989714213,56866.9469819279,270990.44632783724,-2.587381788571628,9.383862571685942,6.329861540063072
Hiriyur,116035.43322921568,113682.2144217466,229717.38990120488,28121.133899871606,28296.972891603706,56413.98943730603,286132.98194078513,7.957470903352892,13.989933748754032,7.186270786761021
Talikote,50585.19488088044,49865.36666398754,100457.43966044334,15936.982503271687,15752.379094870686,31693.781459280304,132149.64924721976,11.909900904015853,16.4773517164732,33.93279265830319
Ranebennur,111089.67383645398,104460.3804502902,215547.70178596728,60922.3151127119,58810.7851537497,119728.8933654565,335286.19640135,4.606586097452239,30.209183419037515,11.323210339181244
Kampli,41227.867150653554,41675.67161036393,82910.8905292637,19485.09837359484,19837.166089164504,39309.64980748155,122214.47723799216,6.421630058494275,11.066223195355589,13.879828095315563
Madikeri,56538.13270559963,56661.752174771864,113198.06475423346,16426.91752883752,16961.0244353421,33379.23629458363,146586.3911802488,2.1560911369239504,-0.39823208967427126,1.6732081921952964
Ponnampete,41672.474979983606,42874.76682716878,84542.77734686379,4198.955377367737,4109.329139993993,8306.06009118769,92842.9407795065,6.875591089447564,6.423280941510862,-7.803820224497705
Krishnarajpet,117265.13140309436,117280.67330397203,234532.02151908726,12978.455768205415,12966.062882544344,25946.748749247425,260482.16839895456,6.953175340221941,15.43143134712944,6.335832715384146
Alamela,50484.15328036445,47128.80609713159,97602.85116107175,9451.224156224605,9203.838511837646,18666.817839008207,116279.10496099867,1.6752323455215796,-0.2881445724879077,3.2974413362664357
Chikmagalur,93215.39969733407,93746.63558301749,186967.4223003168,58707.61327646384,59700.549360407604,118398.38578565723,305364.86721049907,-10.795648152306892,16.18871902705311,4.509381222963464
Devara Hipparagi,50730.507119943926,48552.630830180104,99280.76634048179,8467.952236533594,8088.703871708745,16548.337964044484,115835.42400306919,3.7280099788986387,45.5364098702061,5.0922211990989315
Belthangady,124669.90073239179,127128.43083437785,251799.73150058347,7299.467504226906,7489.874489989797,14786.571359594416,266591.4529296011,-5.243091405920522,7.706700106459669,7.887973372363332
Haveri,100859.6386525901,94881.85502234666,195736.13389207554,42741.55690516427,41882.070546914365,84629.18202175498,280365.4804042392,5.140335719388496,23.32550064508185,11.001548297782282
Sulya,53427.38889818638,54253.898177905336,107674.15816413914,9694.605445526407,10261.100487435342,19958.663435107435,127632.14326145072,2.2541398852481636,8.806416326021708,4.7305789871195
Harohalli,38303.63894675227,36579.14243000896,74881.39106498493,9969.431598495335,9757.359118628958,19740.16797002299,94608.82165994484,1.8064351209191574,15.793360105645446,3.032287600163598
Mudalagi,92825.99181826372,91816.92483043057,184647.66467112125,14698.169591577176,14432.344993601271,29128.02490159319,213769.14276625475,17.67942721501476,-7.290831779128959,18.36586898356736
Shikaripura,93955.31966072049,91404.15646581545,185354.23738805114,26529.323607937156,26347.08061476686,52877.364400800805,238223.4675447371,16.056429580221028,18.673397439694174,11.984223743884478
Vadagera,55049.411891643336,54708.300716830876,109751.16969461911,-1.9800729497422571,-1.3771635028050957,5.7251500672196265,109748.28257265259,0.6012573997845116,-1.7172554952639318,-5.355083530874831
Yalandur,36788.74474278026,36509.211477391735,73284.89962506205,4393.350328498976,4391.848129924808,8785.810740052648,82075.51865463001,5.783649901502852,7.378239886847412,1.0608065670195042
Ballari,103126.81342324008,101274.53806597402,204392.4281447072,215811.37548944776,212851.1295631615,428654.72612251213,633043.0226056078,12.709305684126871,30.67352713825814,20.838431013787744
Belthangady,124670.11070610122,127129.33430555087,251806.53461956172,7298.605789841432,7499.763049317217,14780.025681681307,266589.57708018017,-11.3431676756277,10.192001611684123,6.450889680666574
Pavagada,109383.02650526281,107326.18902965415,216704.38260253434,14300.226306397577,14193.420029403105,28488.116555750978,245194.94549158646,8.01445301400219,4.018687919669497,-6.029345107480298
Kadur,107623.93059157072,106495.42838733392,214120.40516689562,28333.80001452307,28548.314415861394,56870.52015979503,270992.1984052371,-1.5918681881549095,-1.0961138622776239,-5.663531787878653
Mysuru,136289.82815999843,131249.0664325693,267545.38335549785,509025.5332065506,505202.0997069726,1014222.0883426969,1281763.1806654525,11.129996250796456,29.65766964414389,22.515727577545277
Arkalgud,93829.82099770983,93942.45005768139,187778.05644590943,8464.916134453879,8344.530787861187,16814.878761204058,204586.2961551053,-6.7178062240038665,12.019552953149681,-6.4587459005829535
Kolar,125212.79123624593,121724.18135936842,246946.78884478266,69909.00650442403,68550.6916115249,138463.59819364108,385409.2604536433,7.934418504046441,27.73201313135552,5.840840203036818
Jamakhandi,98649.74892079468,96379.57373150902,195036.41409770015,33935.83129073768,35005.67469244511,68934.00849198474,263976.56541310187,6.337180615483026,26.262266269842847,23.152724997729216
Siraguppa,94944.14923470265,95439.31310443649,190387.97010759416,39292.37715965173,39414.51467250477,78719.80928398736,269100.98794375564,11.15734292584833,13.522244893534,12.111505950320598
Sulya,53425.26485335198,54254.780329266134,107672.36939015811,9701.849071485542,10258.320001327666,19958.88893235761,127632.39257630415,2.176169177239663,12.720118405058496,5.1800161488701715
Bagepalli,76061.04538763252,74518.69511761836,150575.16468192035,16840.40539206369,16083.484363106114,32918.46430283403,183501.04247334486,-2.266309952653977,61.702627875172084,12.525684550954294
Krishnarajpet,117251.54756880546,117281.80892777954,234538.87085687308,12987.424401037662,12956.447211108003,25940.172288972775,260479.17726894745,8.63644007198561,18.722899940798584,4.728145586963846
Bangalore-South,81047.47225798092,73475.89515448631,154524.72934062354,1176037.7597069952,1077603.173254374,2253633.656296974,2408159.351853171,6.452570500981704,29.551545973013415,32.75144377620753
Hoskote,111041.72468710286,102796.23405294093,213833.73055860886,29259.204032615264,27721.038882724937,56979.25633333715,270814.74903632095,11.328360173274508,51.48330732185986,21.14336840503892
Pandavpura,81871.33936276817,81085.10116735807,162954.1156067223,10179.459620679765,10225.620071763053,20393.67893323591,183359.22934548557,5.041292455969836,8.286798362185356,3.6547726866703774
Khanapur,113395.70335837833,110581.65302423031,223982.47299242637,17193.630924043755,16901.91732032542,34100.581715529195,258089.76932883725,1.1060986424294543,47.915497859289054,3.4750742397589667
Gokak,146803.55656146718,145011.03172915947,291803.0007784215,53306.049196323795,53272.05532434884,106589.74121429434,398395.12454212806,21.741810672394084,10.785605476356666,21.49773484989481
Yadgir,87646.968312946,87724.06084076459,175368.47487616353,39742.44273942816,39988.2879463217,79733.77050372006,255095.8121752693,14.010500236265298,36.49583142068159,23.4450473887562
Navalgund,46927.222892387756,44371.29401969483,91297.34848027561,12469.595152621863,12143.419479306904,24620.536287479234,115912.80352130972,4.524004624550403,16.55951435567706,6.722300819477827
Guledagudda,28240.292628241372,27819.005911763008,56071.782714446745,16629.28261900616,16749.913414506223,33383.73399959351,89447.5493786301,11.55229439076157,-10.974934001536754,13.038513841385072
Hirekerur,51651.04950705886,49297.02769552097,100945.51065576695,9761.769089433055,9419.300637387827,19188.01687056631,120133.2507882666,3.526408814783549,28.79987211417346,7.538981368069756
Bynduru,58938.24236056466,66100.54296829407,125039.64569551544,-3.491340869182027,-4.71857378710438,2.3934853056528826,125039.13083560548,8.06143915438718,-3.3374440935563077,5.645958273813373
Ilkal,48368.66246347955,47547.85478315298,95913.40016780468,36143.488205581816,36067.24194721595,72210.75678966206,168124.05689535648,0.9701065680759529,38.36299861198203,18.750124569313094
Raibag,185780.1219288694,177811.01803439236,363595.2431215079,21356.23896799038,20527.7596337451,41889.32750131219,405490.765416538,20.597172833370024,14.983074745637847,22.781081891856296
Chikkodi,158537.27235412056,151511.94526246173,310058.86704427237,23072.048312216706,23014.739302760252,46083.64647069981,356139.67074832914,29.583711885009077,17.931603613336915,20.074870949627712
Bangalore-South,81042.58825437538,73472.60212458104,154517.97059341878,1176041.5036386822,1077601.5318137154,2253631.4522812637,2408153.868189138,8.884401506476417,32.30367650115714,25.7125968971692
Gadag,89135.39646586409,86758.60424354387,175885.38299191068,95447.570926629,95940.7622304464,191372.24102844644,367257.6613989007,9.752347983835492,12.089774312861673,10.006446679082693
Aurad,78316.58722995868,74878.55599779886,153201.02866344358,10061.547453123272,9782.693961304913,19849.56065542144,173040.6204635774,12.70519694443945,20.147760289164406,18.948455487537817
Nippani,98702.15993954921,95081.31753862674,193787.07424678776,39483.28378026108,39393.37705678934,78877.08662788688,272658.06951420853,-7.879293142872169,7.644486375167387,-1.1165399202188064
Devanahalli,75793.25009034087,70909.90212553128,146704.21834540516,32039.581305265627,30876.15505508024,62915.34238511124,209622.07096430787,13.160916028487984,19.404674914942525,13.04079617594382
Kollegala,59065.558860789424,58736.15392659314,117800.73670754328,28548.307551548507,28602.88728353203,57150.226756610784,174940.08281613898,3.9473270830563507,0.45147355833001424,6.619822636949733
Bhatkal,55588.80399954388,56258.84291242075,111842.19277481559,25171.804974928367,24557.194026749723,49729.54677741451,161577.64741771563,2.8664463717740825,14.469816011641328,3.9242301759482823
koppal,151161.67605405865,147264.93176740958,298410.46714004717,39745.46321230714,39621.39077276389,79368.45257863,377775.76224354084,21.40068153106349,18.967544934414114,16.803905248651354
Sonduru,102419.39226875347,97803.9874883968,200214.51043119034,31610.551438161787,28374.264394040176,59988.78678719012,260211.8984402844,24.585649680836347,116.2668246046739,41.984147847762486
Bailhongal,121149.5314726088,118536.35352302433,239691.2369351414,24528.485488312683,24660.322809346086,49181.772935582485,288861.9954097374,-4.03426513099024,8.27148892733373,13.40338090737929
Arsikere,130767.3495818226,131349.30130009836,262123.3907795557,26954.661925892044,26263.084365330596,53218.03209199383,315339.35437133914,-6.627609261580533,14.416981560131282,0.13511004155627493
Krishnarajpet,117259.30947627049,117277.39839698184,234532.02048087213,12986.692012894471,12962.466664850219,25950.366905498227,260478.5185588819,2.6644392497050027,15.46826856133754,5.432501871362886
Tumkur,150267.4821412717,139985.69448888264,290250.90489641996,152922.19738889235,149214.4358821116,302146.21768560197,592393.7907238012,16.169196176045574,5.050268881732975,15.759317822567864
Sirivara,61046.81294871219,61728.23571752819,122770.71534502192,9573.280442508903,9720.682555200408,19294.46829957793,142057.54561757506,3.9903698625991613,-3.9758816011261677,-1.60078549915607
Gundlupet,97087.94903980171,97874.8732788452,194964.77692198785,14008.489499302914,14094.192380404675,28109.67656954064,223068.9274890058,0.869197001189733,5.627773813335452,7.103626278677778
Holalkere,93964.77188379373,91271.79368485213,185243.62441804318,11024.817151138928,10999.89561063249,22009.678019739044,207261.51775548395,0.8679152520601234,56.40751495597392,-1.784345496556953
Bangalore-East,49478.791985438955,44980.42678893767,94458.15348851573,653983.6980874871,584533.1757558304,1238507.148895599,1332980.468797003,8.989068706152018,9.158291216180292,10.04916721746711
Sagara,69791.82170486031,71126.10833970435,140923.90635090225,32482.884213858826,32922.86236911749,65397.19085549935,206324.93133686442,-2.181716331305552,8.106903016757835,0.6350287277415072
Hadagali,84816.79914132413,82432.59744049289,167242.3452716678,14032.702133014296,13930.876540188543,27961.492677598464,195224.0083802724,23.024753760379156,12.10400354660724,23.000818408261516
Sirsi,62677.13557991193,61347.04029218242,124026.1851290212,31222.319391760706,31655.68019115361,62888.67178379876,186905.8314720269,5.940377588513415,0.033983099461680766,6.576522114707683
Anekal,192055.79216027525,160368.03910930658,352428.9823860431,89945.85219418623,75197.9628725437,165140.5609013043,517575.20727448823,44.600418908937115,180.25890759249992,73.02338911411411
Indi,135065.94988225176,125678.66026275372,260746.29208850703,19529.106985972103,18684.816637391363,38219.65142212839,298968.6217051337,15.580386031890201,8.040203080823078,22.217784743766842
Channapatna,94305.62952948619,95056.85760529064,189353.25987714098,36093.70124345291,35846.4235270245,71944.35650544925,261299.92619224192,5.675377343003447,20.914905286434205,3.212097338413625
Belthangady,124672.94066246915,127137.76875722605,251798.59929908655,7294.95269914771,7501.667239169979,14780.913749367104,266592.3119233805,-3.062106226826911,8.242708329868101,12.92543852476511
Basavakalyan,120546.90926990438,116349.28758791205,236900.59506867977,36111.12042783709,33597.901959731666,69714.23346163848,306615.82766086137,14.367713718275077,17.44346032275216,16.191534122381128
Bangalore-South,81049.82641505271,73481.53986436344,154524.00861337766,1176046.3648662518,1077598.1695049868,2253631.8647545897,2408161.2235009423,7.118292556229066,28.45523521534682,23.39296369833545
Aurad,78322.43604032484,74883.76141431706,153202.62552454846,10058.961551169972,9793.86352442352,19847.746497795928,173048.26853036025,9.128883157167943,22.08858180056184,13.604206095319649
Siraguppa,94944.52612872793,95437.31455257279,190394.8767864667,39295.56865773421,39417.05097706527,78708.10856776014,269109.2411368941,15.426928818952284,22.75932734881178,11.625950886902086
