Taluks,Population 2011_Rural_male,Population 2011_Rural_female,Population 2011_Rural_total,Population 2011_urban_male,Population 2011_urban_female,Population 2011_urban_total,Population 2011_Rural_urban_total,Population 2011_Decadal Change in percentage_2001 - 11Rural,Population 2011_Decadal Change in percentage_2001 - 11_urban,Population 2011_Decadal Change in percentage_2001 - 11_total
Kunigal,95482.0553821288,96141.81979357667,191621.11531523897,17313.31704307377,16833.924576605594,34150.73033679039,225784.60746002317,-13.126069763010104,12.50899283834396,-3.0011004457021144
Karkala,70267.82321454557,77480.03954744179,147747.94494043244,15912.355770098253,16771.047277199992,32683.744651253404,180426.50599397116,0.4330504842206113,27.230159529833635,2.3184261130507933
Channarayapatna,114880.88931570023,118006.60604970563,232894.5881082293,23399.57126498889,23503.587681169745,46906.24948000963,279796.2562582889,-1.479119563422394,20.389762516093313,8.544523039458813
Bijapur,72847.03861528798,68382.95887218392,141229.16057091486,165182.51981763568,162257.39327798027,327428.82473641034,468660.35420167004,31.183623807365347,32.67062933118086,23.658638306906376
Puttur,61947.93575085129,62663.82529919265,124611.99932518204,30303.271482634045,30570.220550209782,60867.07733148958,185488.52815318143,-4.897386610179538,23.2153831782513,9.575601410247401
Mudigere,41773.61877517414,43585.52913119494,85364.68931202174,5934.75847407896,5975.821456979492,11913.369233406036,97278.1068920493,-6.397994092164046,-36.076113727916876,-14.78006278920773
Kotturu,36431.4978223707,34698.665804553464,71136.53942781495,13194.08391462945,13101.514042077504,26284.47734096519,97431.17615460303,9.504542128895885,17.157142340028575,12.17526920334458
Gurumithakala,60783.76563673759,61856.23385984774,122641.20089198338,10533.962127011973,10079.388799130465,20617.442730964754,143257.30644210015,6.2301458908606495,-2.465186946145508,-1.7670096482437074
Kushtagi,131735.780446618,128182.14504734684,259912.7496053791,12496.11377652327,12383.539003202404,24881.755584490857,284791.4352528544,20.976677958692775,19.383984365271345,21.551513969376053
Yelburga,71840.28171447151,70169.96399045171,142001.02782481918,7487.257604666653,7316.575144489898,14817.099103017646,156808.1602315962,15.467385716642,38.589347646650566,22.260260600849193
Sirivara,61043.51247257599,61726.25701298543,122772.36254463573,9570.607431922506,9728.672624608422,19291.52224993258,142058.60982254037,7.302414361485768,7.075449127786935,-2.0646163383745177
Rona,64996.1803286301,64328.920170670724,129313.29950117998,11485.83882654179,11829.415217898606,23315.11026997819,152632.59913548673,6.383452007201006,6.697828771264079,8.290522885938877
Mundargi,54351.04521555587,52632.67438198231,106979.38117818818,12515.93878272347,12408.529631827963,24922.158734907476,131893.57431374202,9.393286029553272,20.49611319578377,5.129653124006465
Hoskote,111037.71091404634,102801.54573238878,213835.25897029776,29262.783482721978,27716.182862285077,56981.77949550219,270815.374386919,22.346708022162154,59.825632740464485,18.968896382222226
Channarayapatna,114882.26021454993,118015.09430958424,232902.6396473201,23393.60781700128,23513.366545909917,46906.611900693446,279793.42983156553,0.39526691928681146,17.348956797871203,4.450864172964572
Hubballi Nagara,1.8972198564384,0.8480597570717432,1.615199757494496,324788.9497680388,320725.2033622293,645523.1791014847,645521.1949856674,-4.807249319264278,27.686962140271845,22.197808410944997
Bhatkal,55585.744394441455,56255.28237852927,111845.46808477343,25172.28001262187,24558.86390606966,49735.75707587617,161572.03387273056,-0.30800088150423877,15.90775273166689,0.48632890587636
Channapatna,94304.4874017363,95045.15135651112,189365.10396619342,36095.46465951439,35840.29356968537,71938.30334152114,261302.57871604222,8.84760442609982,20.368725818250446,-0.8895066606376014
Kundapur,103726.85171751675,118026.69031288882,221750.551049479,19725.385055425908,20949.235513637275,40664.53240253228,262433.91752213245,8.238494974420322,40.919004929101604,3.7566221013010193
Hukkeri,171557.52818804907,170081.42941201897,341646.98053779785,28933.548334885185,28692.239008511995,57625.811132857576,399274.13632460695,17.058663450128613,11.787297210940771,9.173492368258692
Nyamati,41890.64069175055,37988.01861787695,79877.80298370768,4680.297855276436,4608.862150919853,9283.920157915787,89159.54667250853,-0.6872067737714378,1.718924819964009,-4.768407204524267
Shahapur,93201.69149978303,91727.16317999024,184930.8546928118,35209.19818211353,33731.616342924804,68939.05922107682,253875.47672172307,24.81139204231076,3.16225328508217,23.482878751926272
Shahapur,93198.34756460226,91724.19482036357,184925.48289507875,35207.86600367252,33726.01843114308,68935.44132182577,253873.14700718597,21.576603562577134,11.319361638553758,32.58023201645778
Laxmeshwar,37216.34921356797,35793.467475437516,73022.81283426988,18375.37702484391,18377.38763904282,36745.69216178929,109772.08208059559,11.08891107708989,14.168369614676417,6.30934994081553
Hungund,51113.676722575554,50527.50311352836,101640.9770580215,26115.63372898368,25448.837951917096,51572.11996458064,153209.01133229223,-13.376022803941105,83.48996549587474,4.925695783690472
Virajpet,45159.4127330781,46168.58039973693,91341.84066801952,8724.286388209459,8518.44964251462,17251.67496902613,108578.64479057837,3.270684183760647,13.059105093702053,-0.21648388414522435
Gokak,146794.9828297512,145006.22622178445,291803.7958950684,53307.9741171309,53276.85508964509,106580.06657466372,398384.64518389315,14.191947386491158,16.777659925246375,17.362315546417662
Bangalore-South,81039.77204531465,73478.93805781631,154528.7608994656,1176038.3462569285,1077595.7681257501,2253630.607560024,2408164.8286049925,10.99717270158181,44.708181530901925,26.446061754381798
Bidar,129630.99245133951,124300.60933747652,253923.97159344074,111471.31383081812,104549.70081164318,216021.97795032605,469935.23330319225,9.597403841697236,28.21263899876502,12.992642974996857
Chinthamani,112278.8855483028,109721.47104826506,221995.10108819493,38332.74501901376,37742.71446712059,76069.80252848349,298073.1111563371,6.615504338046425,8.242705663607111,5.59017071886989
Magadi,84225.3895887612,82907.52453766004,167125.2619029977,18362.690753391624,18353.83947166274,36718.14700685921,203846.47553317173,0.7059300437051848,52.2652997814909,3.490786879572868
Sagara,69790.20228966212,71124.19036994709,140925.492449861,32467.25271127276,32912.78095659843,65393.004419939854,206323.17632501503,-6.5329194039404435,4.8934143304312165,-3.6847161063230542
Harihar,83298.90295663451,80363.44431163135,163666.8498253449,46028.72145975761,44472.98480867149,90500.24572476959,254177.55474318945,4.8571642594746915,6.853973671672527,4.540097958028516
Bilagi,71339.58710374977,71155.11001736321,142505.88143342405,8807.046582639508,8991.590057081463,17794.320273595495,160291.81933678457,11.052422372066548,13.728323721751444,11.499847147243809
T.Narasipura,120621.26079041821,119918.39271106174,240538.6392964537,25639.1925362509,25855.27158353416,51494.1723310218,292035.5749405073,2.1564207926158727,54.574280210158754,7.273298507509285
Bhadravathi,94865.64753862427,93877.12992794985,188748.48004342508,75012.35508417813,76096.8087502634,151105.2672610277,339837.1181872907,6.2965749888821145,-9.819181079659145,1.347857503594966
Bangalore (North),48365.04699270211,46353.1717842578,94726.02913399266,2390015.0012573884,2228695.606684393,4618711.955196428,4713426.752135319,40.77623177946242,228.08117345630782,203.54097448559753
Channagiri,142030.72765309448,138972.39303002547,281003.3435520378,10854.936182848285,10457.262782002503,21310.573679812675,302316.6059862474,7.002951350499464,18.36761201550106,6.67474003783248
Khanapur,113408.13292238802,110586.69180531356,223990.10346802144,17192.04593691737,16903.444086729396,34100.10746876475,258090.16633445898,-1.3958387860719905,51.32968290528523,9.866762480275902
Kundapur,103729.08793809018,118030.3551952325,221759.36646682225,19730.3152964246,20947.480660655132,40667.5240931549,262427.34998926613,2.604365377726187,42.0488700055217,7.538760152383717
Afzalpur,99171.47491627523,94082.28942545266,193249.5281914199,13890.354466473673,13199.905672948616,27095.676766776196,220335.2200668393,15.885709580072598,41.70039595788195,19.342788794479766
Honnavar,73673.24217484833,73482.99131765551,147157.06646127463,9523.137191703054,9582.208478197303,19103.941269069273,166273.44716374038,-3.0752489801555147,5.13005910656659,-2.339869582526763
RABAKAVI BANAHATTI,70367.30895717684,68466.51715824763,138835.77349247716,70298.0186456749,68844.59869897467,139151.71105853465,277981.27648178744,19.564632077472808,15.55267828548028,15.424082088141152
Chamarajanagara,143770.1069001581,144147.36815571532,287920.6819507827,34783.070969573106,35089.86581446692,69874.06866850985,357791.7632618997,8.330008759756785,11.93469708476429,4.762750172297902
Bagepalli,76062.17187749052,74511.39067959937,150571.56402555198,16839.60589100273,16077.748979952034,32919.3881049206,183502.0043151748,2.4362694703946124,59.7200640623742,11.140328840309975
Davanagere,124986.20987411513,122026.08064617807,247010.48496319546,219772.06349435556,215191.13191008277,434977.50586440077,681982.6454054703,-4.499698792294373,13.392416513564148,6.5849784104956495
Holenarasipura,76665.61187332595,75549.77370839442,152211.7649028055,14900.765751071633,15072.084076495283,29975.02150559489,182183.96643516785,6.475160038790757,10.181787272054985,4.390636398632781
Honnali,62701.69798849904,63413.520076006396,126112.86474859795,8885.27024496059,9036.18017553136,17925.83130510735,144045.97798635715,0.20064187912043607,9.820343490231796,4.739417724160134
Sirsi,62679.35810734449,61349.062671716325,124031.17172136804,31226.130240227463,31659.638260566087,62887.103115885366,186909.26143699515,17.239665930568187,-8.514923515977413,14.709460116304905
Shikaripura,93951.84267781224,91402.84512383996,185351.05858842467,26533.896486412326,26334.529157225552,52881.978338570654,238229.56370680773,1.2551391525736744,11.377368153069966,11.25666732092962
Raibag,185787.13165011417,177818.16066406245,363595.8480244905,21358.264675363625,20527.74784646168,41892.34386536175,405482.1644466382,13.110333954595006,13.433488844088398,14.133248036594123
Raibag,185780.88561443595,177814.8331796115,363594.76116895,21362.99636132297,20536.67135842112,41887.359489726594,405485.67165158974,14.376633044153062,11.147837690535148,16.125975496816245
Ballari,103125.39373943461,101265.7255042943,204384.9697258333,215809.6698551964,212855.6184514699,428655.70474575326,633051.418849466,13.18879173892774,28.285814846048815,22.61913100699652
Chinthamani,112277.09253600649,109726.13734851178,221998.34556611514,38333.3444897549,37734.98377916367,76069.85505657899,298065.79447739647,7.223438217459163,13.729568933336079,12.865464319381955
Ranebennur,111080.4113883993,104469.8649429025,215544.72690700318,60927.01169086901,58808.57280409049,119736.55050706146,335284.7655275821,7.323307542793847,28.57297117970952,13.791989470102756
Kadaba,55095.15159438551,55313.64080099335,110410.10594671447,4772.927782695041,4777.322582139984,9541.857920281587,119957.23579941502,1.201929876938289,5.967672181758555,5.39311041556938
ANNIGERI,23363.547859487593,22662.948825290314,46026.1847270785,14170.02594560601,14090.486777530825,28259.9765479449,74294.58431650064,-1.3351951743010178,8.905636725328273,1.2951325800754874
Hungund,51117.03444525332,50521.304938839145,101639.24791655719,26114.398853907478,25462.152691708216,51568.1427925656,153208.55675239695,-18.408376789779602,85.31095273065263,10.351821836660811
Aurad,78323.26260934459,74878.94260148732,153204.97825151964,10058.0246942566,9791.29269821184,19855.977311314553,173047.69817142218,12.982475735214186,20.37163802869322,16.067061472222953
Kundgol,75384.57284611923,71465.75358372636,146847.33418557743,9419.039679918613,9303.604961547295,18730.14209332724,165565.83995997542,0.9040051187830058,7.192443100088755,11.217501972568606
Aurad,78324.38855176402,74884.44054531402,153204.8395075363,10059.616373931323,9786.667450554987,19847.9077012293,173048.52220646813,16.521354183583426,11.70550473997906,15.266214575708911
Ponnampete,41670.09741991101,42874.20649948365,84539.19288077104,4193.762708081296,4103.902414136774,8304.619348746326,92843.18999742526,5.019025220831886,-1.0977268139533347,2.4881736079976404
Shiggaon,70704.33485102611,66470.85605134272,137179.64910904173,26022.699646484947,24712.697194570683,50731.842780791856,187912.98413129617,6.310479324363986,11.474385150425423,6.980547533731934
Muddebihal,73116.15046982888,71994.00607002134,145111.23680758412,17190.914922119668,17027.768044913006,34217.8327197062,179331.38609748284,1.1515539344071462,21.576599870918635,3.9957171602775854
Nyamati,41892.417179169664,37981.75900951661,79877.2308113606,4676.31214067685,4610.384749390545,9281.466116166754,89160.9103213106,-3.7835854785735967,-3.3805356312634833,-4.907008610675233
Khanapur,113402.28056709433,110575.21311564813,223989.25640835747,17194.62907223143,16905.828970988478,34098.74532495956,258087.4248500768,4.6709871282313316,49.15918204106781,2.297371886813999
Raibag,185781.82124178976,177816.78345334023,363604.94431615813,21363.771865808438,20533.527521778582,41888.83475430792,405485.0352056159,20.098628713448818,8.392393361094465,15.51336313009809
K.G.F,67459.39029129346,65784.03976680207,133248.10581028461,60023.325384613105,60486.61861979599,120520.9431217128,253749.5201130702,8.744758472354157,14.474021976304885,12.661265013380842
Rona,64994.50485063741,64322.41785962225,129315.82255335388,11481.100187928736,11828.823355761871,23319.869708047445,152637.09592664836,5.26341324782506,0.005727050300269099,7.5559670884451
T.Narasipura,120618.96710206186,119915.09522747502,240537.52757776002,25640.729905020926,25856.676038924594,51495.037480044186,292043.08622418146,-0.21457795117671097,49.929256340630616,5.036874813027404
Mudigere,41770.521539105575,43588.709612888364,85361.59442821403,5940.624300394751,5978.415179733146,11918.058918269639,97278.58834423036,-10.048223314570917,-38.34003733557146,-10.656369117563274
Alur,38954.509861551465,39761.53459851262,78714.88613868378,3303.614773502986,3242.412425559524,6541.666518636459,85254.05985911709,7.521651845230145,7.356175138538614,2.214763888207126
Piriyapatna,116470.45018479746,109917.56874079617,226384.44976595262,8290.342937392357,8399.930933000329,16690.311466339204,243070.20570548598,8.08230920756084,8.086128661190042,7.249723263492853
Sulya,53431.67812848795,54250.50629484585,107673.03897342079,9705.797263541383,10262.526437153305,19960.234523818355,127638.06625143756,-5.068366600817502,11.945707244713418,2.7692234372021107
Heggadadevanakote,83470.33441611052,81537.03408252932,165011.2902091673,7189.358949179378,7130.808986747784,14319.284372351236,179319.40254645314,-5.769501625961292,111.71475574277304,4.977527668500205
Alur,38951.82992023439,39756.822580372704,78711.75768557792,3306.561838021578,3241.4656176107083,6534.729849790488,85258.35739631619,4.3181327771261,5.953619663930678,-6.242038504574953
Mysuru,136294.78680847565,131247.5052629073,267535.79728468787,509022.25413635967,505208.27213527565,1014220.1241962248,1281768.4150840768,6.257654419040777,26.370460532137837,27.836912062283645
Yelahanka,93299.58075066359,82162.60443109894,175467.8762839092,248422.63937272422,225522.50897034383,473945.50379683165,649405.726544264,72.1935701093943,62.91314857624623,50.944059826276515
Arsikere,130771.82075431409,131347.65436213912,262122.59194089036,26953.763343706327,26262.801437269212,53220.49157571448,315337.35614978505,-2.8983588741665214,12.880199184583898,8.629406659317013
Chincholi,94783.82045016902,94164.8353663938,188950.4782598403,10853.159401380626,10040.442627232262,20892.848900674013,209844.76995295935,14.906124386921606,21.002318579857505,13.409381420137251
Bantwal,122924.51555181865,124711.18458406665,247633.59523015944,51875.10368053479,52379.78388212891,104259.95119321882,351904.10655738163,7.418345800392096,27.10363374329211,17.262827866306715
Kumta,59381.59635712948,58177.91215706959,117562.63295917836,18322.91924225839,18396.472233229528,36716.870764736916,154277.1120381248,1.6373171232901358,13.335098499187357,2.669221253856686
Tikota,59758.162999613414,55489.98128512182,115258.74659733544,6817.071632415629,6516.976762631948,13329.518865212447,128584.60623110377,14.568546114394447,20.955678769457307,30.515774735698127
Narasimharajapura,28717.140391133413,29912.098734588315,58634.538276509375,3742.668391135368,3724.3213912405176,7453.043030674751,66083.7218087942,-5.904495143452516,-0.8040582719273467,-1.4877744229186471
Soraba,95507.06739503019,93976.9615293581,189482.31555995956,5624.425474087497,5708.1196066139855,11335.551946092837,200814.12152677274,4.261942800422427,43.97544338722885,5.798890767916173
Chikmagalur,93216.153690841,93748.38957655126,186964.44148036247,58708.5761299465,59696.791757050814,118399.85120129435,305368.34575718484,2.9963689201199855,15.124487793726848,-2.4645101922050836
Kadaba,55101.10529569883,55311.86185241816,110406.04243670056,4766.159823764546,4779.576866140757,9549.58176026737,119960.9519776179,1.3830347693197842,7.87639872770052,-4.186099730715272
Hulasuru,19560.244159035938,19076.4232662483,38621.952342808894,-1.1132146858063008,-4.080001888044159,-3.6333549011382376,38626.356833479535,-18.097416721098647,0.1469717762865752,12.57671526694372
Hunisigi,81227.23683011753,78735.57509085463,159958.25233628825,-6.7760052030627325,-8.813052065378102,-2.8694473353891583,159961.8995917646,-1.8190897898410396,-1.440550744756346,5.757220320973611
Hoskote,111042.39478665536,102800.47819009032,213838.91347075164,29265.222387357993,27724.455581231705,56974.171747012886,270817.6387604506,15.929863493182541,56.096991089549846,29.96813177648092
Sonduru,102423.2074639141,97797.20078475117,200223.22456324127,31609.99869422256,28378.770234649393,59984.70448437831,260214.3083170644,21.08900247898942,117.09526403760842,41.59986870161478
Maski,78622.57768452803,78112.53414154243,156724.24195795073,17571.008328286833,17531.057682076407,35100.84335359763,191832.13705623595,-0.7588105034446846,6.8234825764465405,-1.580120100876628
Gokak,146801.26546437645,145009.52371521655,291804.40145946393,53313.67921285343,53281.456238857245,106583.53114390139,398392.5855747606,15.157923233478803,9.84150658484217,14.35799863330381
Ramanagar,82848.26976209023,78679.61445688743,161525.3443194918,53602.37150340537,51495.17879997462,105082.33869261896,266616.70762172446,-0.286251486125062,27.298085888447783,17.77057587123089
Channarayapatna,114889.31558613246,118011.25633897987,232894.1499815439,23387.312073040917,23507.232520890542,46896.53870247261,279800.14300383034,-2.503493952491816,26.69811984914851,1.0305128117919655
Gulbarga,99222.2217795197,95017.42407748531,194243.4753672814,276550.08704935375,266594.2759211074,543145.4274193569,737386.4952574437,13.551258955381495,30.66042618510683,20.191150722600582
Raichur,123268.59885232348,124206.57008978071,247471.43803459094,126293.76474076281,124873.76772935712,251163.76471745648,498633.23835395626,19.202230800915498,8.916343402355569,10.415769459227482
Saraguru,36460.47416222329,36503.3499035616,72962.39960035293,5643.321718493947,5796.99838011485,11418.43812559521,84384.37973074995,2.930272828210227,4.540328566164049,-2.969857148558363
Sirivara,61038.211907268655,61729.65684733382,122769.41772580452,9567.952318516018,9719.831612740347,19303.35243953028,142066.47162824482,-3.2362743368717766,-3.882702438227019,5.551701224816413
Belagavi,159292.34017211793,154217.9167321578,313512.1204181204,327412.5603011665,316451.0701124269,643858.9479836625,957375.7573093519,-0.6713352854749377,31.37514207244215,12.45345219368248
Sirivara,61045.9855610498,61719.60690622102,122764.17646381567,9564.748952341755,9720.909905165658,19292.661943969095,142068.15880990942,3.4282414006626434,-6.266547553765543,-1.920489015010169
Kukanuru,46756.93364861255,45829.898905181806,92595.50404636085,9082.440306188044,8961.842038501292,18034.38804126744,110622.19573521819,10.914529876184105,16.386651539962372,7.507924393774711
Madikeri,56541.090154959675,56656.03350691241,113202.67207920589,16417.7025107139,16963.014852497283,33386.333101116565,146581.26246059913,6.454184496511118,2.3056246657040194,1.3398322564489016
Shirahatti,37466.620232547735,35827.94210963035,73295.25185057125,8820.90542557856,8790.571423752377,17607.780777503183,90900.41178125936,1.5412869544886147,13.742965664044341,2.7241894290720436
Krishnarajpet,117262.24893058826,117268.8044012109,234531.26582494267,12982.921146127499,12964.9999424537,25950.405422514723,260483.08495134587,-0.5611057617176587,10.414116647188091,5.504851938434132
Talikote,50590.80630389614,49874.5573963453,100449.63870962607,15936.603875587052,15756.7554417417,31693.566187902616,132159.35599703828,4.497060165340348,20.252607024773315,37.73774597784494
Sedam,85581.50362198686,87172.99333564853,172758.7587368914,23018.56775543886,22789.245569653467,45805.97345952381,218565.5429716926,16.716056257328194,8.854968937594474,13.868281328623059
Chikballapur,76731.89182228112,72164.47690496534,148882.60254858312,32124.434917307033,31526.06222789488,63659.803113308044,212534.80578902413,10.656448272939079,19.140987657109306,15.99933927322573
Basavan Bagewadi,61750.80491601729,59748.37363645378,121511.67013987406,24360.011731914543,23944.347313649458,48311.438510080836,169816.121649645,4.348621809154174,21.414409263553686,10.38580813394584
Sakleshpura,51564.1286376266,53716.74761384732,105285.2522553713,11557.719725313864,11785.900232799475,23353.79898661638,128637.89192946757,-3.833309218417864,-2.446675783711013,3.7132118636606277
Koratagere,76756.80518362485,75573.37721695611,152325.06973474505,7590.921766421897,7659.8763397901075,15271.28717191107,167591.3729717137,0.8505370702837087,19.657503226157576,6.238994534944404
Madhugiri,120090.1879289315,118624.89476035188,238706.87683551543,14583.59101520352,14574.847728805862,29152.199002574824,267866.14424863725,0.6046912842158383,19.085486630688322,-1.8642219960988196
Bidar,129620.78119339372,124296.10339873777,253921.44924450252,111464.83949561305,104552.87426652992,216015.15791435214,469945.5654466072,10.033004147577621,21.525745909773025,16.08910131402333
Nagamangala,84797.45074633257,85323.01389669019,170122.77221347715,8876.014769960093,8893.645334683204,17771.134693130767,187896.10497616263,-6.089136204446683,7.478994374008115,-1.2961402894912233
Kolar,125219.7780038903,121727.61413707325,246942.2911039867,69913.49867556708,68557.03029446286,138469.81644092198,385407.015875232,2.4674339366022675,17.66777351308767,16.025728271628513
Dandelli,5383.903911152485,5262.836723473136,10646.097244552375,28002.830527222646,27630.485275664174,55620.79263219265,66273.00192361117,30.604573070440363,-0.10956376587439731,-2.855094118022449
Alamela,50481.68073962323,47129.58905169132,97602.62918432821,9457.861082635296,9210.055096019318,18663.779492910926,116276.90844843589,-3.675936382254636,-3.5879642566706416,-1.6083118323560903
Yaragatti,38423.53357578511,37446.4448003335,75871.65298903143,4800.453806183869,4890.869571467001,9696.377195576206,85562.35746034828,26.435992683719643,23.78304113771954,19.545792320999933
Piriyapatna,116472.62922537759,109920.22978192003,226388.07774500985,8284.651421543263,8397.863847027476,16682.045121777264,243074.95380667035,3.5764039900493447,14.382402834330263,11.774354864427401
Bijapur,72850.50938543782,68382.43262748097,141221.54062757248,165179.70849949308,162254.2330884769,327434.3919426636,468664.38012617844,28.924952352052635,25.146024401328514,25.780033675686866
state_total,18693135.249816302,18308308.35836014,37001445.11630319,12273513.594209405,11820334.349511713,24093847.494195733,61095295.338451035,4.4160263949106575,35.56148507015159,12.276199266852714
Sindhanur,134613.59542463414,135639.72353039234,270242.51913388475,32297.395040674863,32091.683706827836,64387.746838526706,334641.08457040525,5.301674062999443,31.25705090514755,5.328868541632757
Bidar,129622.59959371139,124301.595978866,253924.50299419445,111466.79575807032,104553.91599886953,216012.734498012,469938.56715486787,4.410590312197629,16.380998167912388,15.87702099789049
Hiriyur,116030.37050169078,113682.45403321985,229719.5810799454,28129.228036228065,28290.110056234716,56415.57515719846,286126.80795465683,13.963099547431696,13.562988056301789,8.843001793520571
Nidagundi,36389.45338229086,35456.233752120366,71846.4990327681,7725.151722765081,7563.636772519123,15299.88642448448,87129.57029592215,46.707345952549986,17.113843269738098,40.53232571563155
koppal,151158.71459347112,147261.12793977515,298413.48780675506,39751.834566904,39616.86755725422,79369.31856058282,377778.01456035173,16.413647301791798,18.51959689017933,19.552790482063568
Siddapur,41176.72297565711,41951.01411703704,83118.71433529352,7061.35588356259,7144.017980531164,14200.502605131125,97328.35236879963,-11.747636414565138,5.158620925809602,-8.222649809115762
Holalkere,93959.1403755385,91280.16075325946,185243.27246881623,11030.332504766,10990.656564990744,22023.014753890766,207257.38502017895,-3.6403592476915394,47.278969765046575,11.318796596261631
Aurad,78321.90327356668,74879.3137678873,153198.28522257257,10067.776559270467,9791.073345990488,19849.81768429126,173044.80371735708,11.09043158852693,23.515094841682476,17.49937522770485
Mudalagi,92828.35624586862,91810.04713383986,184648.80214039783,14693.319959383625,14432.719950395542,29136.07839059007,213779.2594830264,17.41821556456545,2.0225960728391548,10.274838524099032
Chittapur,86988.15614380574,86705.92106352936,173695.92918202444,34840.925508039865,34446.95607682985,69285.90138047331,242988.77331416222,16.83691706752998,-3.6258871305406,8.293971197147052
RABAKAVI BANAHATTI,70368.6245747133,68471.95519119294,138834.60665279985,70297.27920264608,68849.08725855783,139143.40093655497,277985.95777221903,23.399429231703408,14.326797704761681,12.350096884140465
Gajendragad,31511.139249595366,30927.42353634397,62440.781948684365,24582.362078076963,24471.523910484462,49053.38064776127,111485.66787698484,9.810836538164649,17.84687302610165,9.382019005713374
Sedam,85582.8365228769,87176.06191565689,172755.868778809,23020.626428544572,22793.88012047078,45812.79811538793,218564.2868746049,9.494470415752275,6.241969917577779,15.695837848670696
Haliyal,41211.70382536681,39704.60045295713,80916.13237198105,12201.133037072412,12036.905240028653,24235.55556510094,105154.12193507123,12.477247936988201,11.123628782687225,12.340369355394225
Devanahalli,75797.553533989,70900.90324590448,146703.84142731508,32041.313082119224,30873.29906884316,62911.10883313904,209617.19641516512,11.14328202647873,19.98121729964179,13.600791706405088
Bangalore-South,81041.57728594431,73478.59173150623,154514.18913837767,1176040.0638070374,1077595.2811838805,2253640.9563276763,2408160.069470804,17.41807659242806,36.72418112610802,29.495737274850892
Hospet,56152.72540250372,55456.395924898854,111608.9787167414,123131.54454141526,124530.9336250844,247658.26555940325,359270.7754946463,33.313847497719216,24.5722561254337,27.525488521813912
Narasimharajapura,28707.21442404228,29917.05338447358,58630.1775860043,3741.213654164932,3716.409642547291,7454.202388079983,66087.54983467708,-2.446111953823909,-0.21195909079613168,0.23887332827945185
Talikote,50580.82426431763,49870.057700977646,100456.0667867765,15946.081973637612,15747.947594201376,31691.692996672846,132155.7551821664,4.444327232940437,16.932389199594812,41.08137345401413
Gadag,89132.9004917805,86745.40527068096,175883.53206135362,95438.217669846,95935.14481764937,191373.5639787355,367262.2488375884,10.807958052358611,10.545488507784587,6.121413532390719
Krishnarajpet,117260.61983854693,117278.95404062844,234526.04333640845,12981.008313905479,12964.7277160976,25946.136414897734,260485.16395909074,7.232098478411127,6.3391461838722964,12.646161086339953
Ponnampete,41676.45670312391,42871.099793993104,84541.50106700746,4192.160359075107,4113.881618103463,8298.453200547443,92851.91016254795,-0.4983647997575993,-5.762256185161836,3.3241568108194537
Channagiri,142026.73363518732,138976.44808152478,281002.90048154106,10852.82245031008,10453.204292764194,21317.06322927714,302317.1926163585,5.509129498169928,10.190429808329558,1.2741948144237552
Laxmeshwar,37216.62605480673,35791.685565480344,73016.19901178128,18373.56930594643,18373.327346844326,36751.554297238596,109771.4074052864,11.6441527622875,6.001068170973238,5.48297035299375
Channarayapatna,114884.64391032285,118011.04444059046,232895.15517990603,23390.091947608562,23512.67329894397,46901.17340558596,279799.1921558359,-1.1574301967947722,30.794795351497218,-2.168871226267862
Belthangady,124672.83875100287,127127.45857877714,251799.1927363587,7292.43925362123,7489.331281779092,14786.7014617396,266590.0124854796,1.7609525337661545,7.4904556322466025,12.48389488875754
Sakleshpura,51569.02351354594,53715.54437564719,105279.8995397176,11550.383321879748,11788.34230552429,23345.91638454264,128633.96302548242,-6.309734279812118,0.08998112472856379,4.694128669863034
Karkala,70277.56905646916,77480.36593008449,147747.66831878063,15906.28031252906,16771.64490743977,32673.065040845395,180428.80250157855,5.916550309334001,35.81066412970371,2.607261870223015
Saraguru,36468.18612855764,36502.10522126715,72971.000558419,5632.1749827044,5786.09244010159,11422.303986896608,84381.71418236541,-1.7026581109755914,2.1014225971525162,-5.7541836848227135
Maski,78621.05944292757,78113.65973803615,156731.25270220957,17565.898120157755,17535.611829001395,35102.92054651951,191837.96735982673,3.9012465356127333,1.9591377637008982,-3.4945767566848795
Chittapur,87000.2664759666,86707.14104560192,173702.88419110113,34839.89379660187,34447.28204670624,69293.992002492,242981.8474330686,11.460318260223925,-1.0396790482218419,13.896129545730416
Raibag,185782.3734790578,177820.23944147115,363608.4684462727,21353.732463728375,20534.98401381076,41896.63645758758,405488.8842828009,19.266148609054206,24.380495743373572,13.116973040881888
Savadatti,114932.64578182617,111214.66228683373,226150.94310620788,20589.352669352258,20622.686656463695,41214.53381771466,267364.2793617558,14.245084720931057,7.984035866803879,20.117376238803786
Nyamati,41888.560398955604,37989.83546747865,79873.51171957339,4680.190410957967,4607.8503326707405,9287.712101394312,89161.82889017493,0.34956016652227717,-0.9690880195022351,3.4081441377849835
Kolar,125215.35647776506,121725.02984052719,246952.27705683015,69910.33406980222,68552.3663869855,138457.80924666222,385405.09218499495,4.361414956072027,22.250133780571346,10.155491296774262
Molakalmuru,64091.608740200056,61399.89683813972,125482.06183390069,7958.412391172564,7842.5916274049005,15790.903116046733,141278.20600450676,4.700719423912097,10.904360402374184,3.544429425338702
